,batter,season,home_key_batter_1_count,home_key_batter_2_count,away_key_batter_1_count,away_key_batter_2_count,overall_key_count,home_key_count,away_key_count
527,Suresh Raina,2008,4.0,0.0,1.0,0.0,5.0,4.0,1.0
576,Virat Kohli,2020,4.0,0.0,1.0,0.0,5.0,4.0,1.0
686,Azhar Mahmood ,2012,0.0,4.0,0.0,1.0,5.0,4.0,1.0
905,MS Dhoni ,2015,0.0,4.0,0.0,1.0,5.0,4.0,1.0
998,Parthiv Patel ,2008,0.0,4.0,0.0,1.0,5.0,4.0,1.0
1130,Shikhar Dhawan ,2008,0.0,5.0,0.0,0.0,5.0,5.0,0.0
1314,Devdutt Padikkal,2020,0.0,0.0,4.0,0.0,4.0,0.0,4.0
1339,Hardik Pandya,2022,0.0,0.0,4.0,0.0,4.0,0.0,4.0
1344,Ishan Kishan,2020,0.0,0.0,4.0,0.0,4.0,0.0,4.0
1383,Mandeep Singh,2012,0.0,0.0,4.0,0.0,4.0,0.0,4.0
1423,Rahul Dravid,2013,0.0,0.0,4.0,0.0,4.0,0.0,4.0
1718,S Badrinath ,2010,0.0,0.0,0.0,4.0,4.0,0.0,4.0
1758,Suryakumar Yadav ,2020,0.0,0.0,0.0,4.0,4.0,0.0,4.0
11,Aaron Finch,2016,1.0,0.0,3.0,0.0,4.0,1.0,3.0
49,Andre Russell,2019,1.0,0.0,3.0,0.0,4.0,1.0,3.0
59,Ben Stokes,2017,1.0,0.0,3.0,0.0,4.0,1.0,3.0
65,Brad Hodge,2009,1.0,0.0,3.0,0.0,4.0,1.0,3.0
83,Chris Gayle,2015,1.0,0.0,3.0,0.0,4.0,1.0,3.0
90,Chris Lynn,2019,1.0,0.0,3.0,0.0,4.0,1.0,3.0
107,David Warner,2011,1.0,0.0,3.0,0.0,4.0,1.0,3.0
129,Dinesh Karthik,2009,1.0,0.0,3.0,0.0,4.0,1.0,3.0
152,Faf du Plessis,2020,1.0,0.0,3.0,0.0,4.0,1.0,3.0
154,Faf du Plessis,2022,1.0,0.0,3.0,0.0,4.0,1.0,3.0
155,Faf du Plessis,2023,1.0,0.0,3.0,0.0,4.0,1.0,3.0
281,Mahela Jayawardene,2010,1.0,0.0,3.0,0.0,4.0,1.0,3.0
354,Parthiv Patel,2019,1.0,0.0,3.0,0.0,4.0,1.0,3.0
429,S Badrinath,2011,1.0,0.0,3.0,0.0,4.0,1.0,3.0
448,Sanju Samson,2018,1.0,0.0,3.0,0.0,4.0,1.0,3.0
529,Suresh Raina,2010,1.0,0.0,3.0,0.0,4.0,1.0,3.0
543,Suryakumar Yadav,2022,1.0,0.0,3.0,0.0,4.0,1.0,3.0
591,Wriddhiman Saha,2014,1.0,0.0,3.0,0.0,4.0,1.0,3.0
600,Yusuf Pathan,2008,1.0,0.0,3.0,0.0,4.0,1.0,3.0
601,Yusuf Pathan,2010,1.0,0.0,3.0,0.0,4.0,1.0,3.0
611,AB de Villiers ,2012,0.0,1.0,0.0,3.0,4.0,1.0,3.0
612,AB de Villiers ,2013,0.0,1.0,0.0,3.0,4.0,1.0,3.0
631,Adam Gilchrist ,2011,0.0,1.0,0.0,3.0,4.0,1.0,3.0
671,Andrew Symonds ,2010,0.0,1.0,0.0,3.0,4.0,1.0,3.0
732,David Miller ,2022,0.0,1.0,0.0,3.0,4.0,1.0,3.0
739,David Warner ,2017,0.0,1.0,0.0,3.0,4.0,1.0,3.0
742,David Warner ,2021,0.0,1.0,0.0,3.0,4.0,1.0,3.0
830,James Franklin ,2012,0.0,1.0,0.0,3.0,4.0,1.0,3.0
850,KL Rahul ,2016,0.0,1.0,0.0,3.0,4.0,1.0,3.0
915,Mahela Jayawardene ,2013,0.0,1.0,0.0,3.0,4.0,1.0,3.0
990,Nicholas Pooran ,2023,0.0,1.0,0.0,3.0,4.0,1.0,3.0
1034,Rajat Patidar ,2022,0.0,1.0,0.0,3.0,4.0,1.0,3.0
1041,Ravindra Jadeja ,2013,0.0,1.0,0.0,3.0,4.0,1.0,3.0
1050,Rishabh Pant ,2021,0.0,1.0,0.0,3.0,4.0,1.0,3.0
1063,Robin Uthappa ,2016,0.0,1.0,0.0,3.0,4.0,1.0,3.0
1191,Suryakumar Yadav ,2019,0.0,1.0,0.0,3.0,4.0,1.0,3.0
1222,Virat Kohli ,2011,0.0,1.0,0.0,3.0,4.0,1.0,3.0
1225,Virat Kohli ,2014,0.0,1.0,0.0,3.0,4.0,1.0,3.0
1258,Yusuf Pathan ,2014,0.0,1.0,0.0,3.0,4.0,1.0,3.0
27,Ajinkya Rahane,2012,2.0,0.0,2.0,0.0,4.0,2.0,2.0
42,Ambati Rayudu,2014,2.0,0.0,2.0,0.0,4.0,2.0,2.0
70,Brendon McCullum,2011,2.0,0.0,2.0,0.0,4.0,2.0,2.0
96,David Hussey,2008,2.0,0.0,2.0,0.0,4.0,2.0,2.0
115,David Warner,2020,2.0,0.0,2.0,0.0,4.0,2.0,2.0
151,Faf du Plessis,2019,2.0,0.0,2.0,0.0,4.0,2.0,2.0
170,Glenn Maxwell,2014,2.0,0.0,2.0,0.0,4.0,2.0,2.0
189,Ishan Kishan,2022,2.0,0.0,2.0,0.0,4.0,2.0,2.0
204,Jean-Paul Duminy,2014,2.0,0.0,2.0,0.0,4.0,2.0,2.0
234,Karun Nair,2014,2.0,0.0,2.0,0.0,4.0,2.0,2.0
256,Kumar Sangakkara,2009,2.0,0.0,2.0,0.0,4.0,2.0,2.0
294,Manish Pandey,2017,2.0,0.0,2.0,0.0,4.0,2.0,2.0
297,Manish Pandey,2021,2.0,0.0,2.0,0.0,4.0,2.0,2.0
346,Nitish Rana,2023,2.0,0.0,2.0,0.0,4.0,2.0,2.0
365,Prithvi Shaw,2021,2.0,0.0,2.0,0.0,4.0,2.0,2.0
376,Rahul Dravid,2012,2.0,0.0,2.0,0.0,4.0,2.0,2.0
391,Rishabh Pant,2017,2.0,0.0,2.0,0.0,4.0,2.0,2.0
400,Robin Uthappa,2013,2.0,0.0,2.0,0.0,4.0,2.0,2.0
404,Robin Uthappa,2017,2.0,0.0,2.0,0.0,4.0,2.0,2.0
408,Rohit Sharma,2010,2.0,0.0,2.0,0.0,4.0,2.0,2.0
412,Rohit Sharma,2014,2.0,0.0,2.0,0.0,4.0,2.0,2.0
458,Shane Watson,2008,2.0,0.0,2.0,0.0,4.0,2.0,2.0
465,Shane Watson,2019,2.0,0.0,2.0,0.0,4.0,2.0,2.0
470,Shaun Marsh,2012,2.0,0.0,2.0,0.0,4.0,2.0,2.0
509,Sourav Ganguly,2008,2.0,0.0,2.0,0.0,4.0,2.0,2.0
526,Sunny Sohal,2011,2.0,0.0,2.0,0.0,4.0,2.0,2.0
586,Virender Sehwag,2014,2.0,0.0,2.0,0.0,4.0,2.0,2.0
597,Yashasvi Jaiswal,2022,2.0,0.0,2.0,0.0,4.0,2.0,2.0
598,Yashasvi Jaiswal,2023,2.0,0.0,2.0,0.0,4.0,2.0,2.0
602,Yusuf Pathan,2013,2.0,0.0,2.0,0.0,4.0,2.0,2.0
605,Yusuf Pathan,2016,2.0,0.0,2.0,0.0,4.0,2.0,2.0
606,Yuvraj Singh,2009,2.0,0.0,2.0,0.0,4.0,2.0,2.0
607,Yuvraj Singh,2014,2.0,0.0,2.0,0.0,4.0,2.0,2.0
608,Yuvraj Singh,2017,2.0,0.0,2.0,0.0,4.0,2.0,2.0
614,AB de Villiers ,2015,0.0,2.0,0.0,2.0,4.0,2.0,2.0
639,Ajinkya Rahane ,2012,0.0,2.0,0.0,2.0,4.0,2.0,2.0
653,Ambati Rayudu ,2012,0.0,2.0,0.0,2.0,4.0,2.0,2.0
678,Ashok Menaria ,2012,0.0,2.0,0.0,2.0,4.0,2.0,2.0
767,Dwayne Bravo ,2012,0.0,2.0,0.0,2.0,4.0,2.0,2.0
773,Eoin Morgan ,2013,0.0,2.0,0.0,2.0,4.0,2.0,2.0
800,Graeme Smith ,2008,0.0,2.0,0.0,2.0,4.0,2.0,2.0
818,Irfan Pathan ,2013,0.0,2.0,0.0,2.0,4.0,2.0,2.0
866,Karun Nair ,2017,0.0,2.0,0.0,2.0,4.0,2.0,2.0
890,Kumar Sangakkara ,2010,0.0,2.0,0.0,2.0,4.0,2.0,2.0
909,MS Dhoni ,2019,0.0,2.0,0.0,2.0,4.0,2.0,2.0
919,Mandeep Singh ,2012,0.0,2.0,0.0,2.0,4.0,2.0,2.0
950,Mayank Agarwal ,2019,0.0,2.0,0.0,2.0,4.0,2.0,2.0
973,Murali Vijay ,2010,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1011,Prithvi Shaw ,2021,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1016,Quinton de Kock ,2019,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1017,Quinton de Kock ,2020,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1018,Quinton de Kock ,2021,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1030,Rahul Tripathi ,2021,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1045,Rinku Singh ,2023,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1061,Robin Uthappa ,2014,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1074,Rohit Sharma ,2015,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1109,Sanju Samson ,2022,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1117,Shane Watson ,2011,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1123,Shane Watson ,2018,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1152,Shreyas Iyer ,2020,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1157,Shubman Gill ,2021,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1162,Sourav Ganguly ,2008,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1163,Sourav Ganguly ,2010,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1186,Suresh Raina ,2018,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1207,Usman Khawaja ,2016,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1210,Venkatesh Iyer ,2021,0.0,2.0,0.0,2.0,4.0,2.0,2.0
1248,Wriddhiman Saha ,2023,0.0,2.0,0.0,2.0,4.0,2.0,2.0
8,AB de Villiers,2020,3.0,0.0,1.0,0.0,4.0,3.0,1.0
67,Brad Hodge,2012,3.0,0.0,1.0,0.0,4.0,3.0,1.0
72,Brendon McCullum,2015,3.0,0.0,1.0,0.0,4.0,3.0,1.0
85,Chris Gayle,2018,3.0,0.0,1.0,0.0,4.0,3.0,1.0
133,Dinesh Karthik,2014,3.0,0.0,1.0,0.0,4.0,3.0,1.0
184,Hashim Amla,2017,3.0,0.0,1.0,0.0,4.0,3.0,1.0
190,Ishan Kishan,2023,3.0,0.0,1.0,0.0,4.0,3.0,1.0
209,Johan Botha,2011,3.0,0.0,1.0,0.0,4.0,3.0,1.0
210,Jonny Bairstow,2019,3.0,0.0,1.0,0.0,4.0,3.0,1.0
337,Nicholas Pooran,2020,3.0,0.0,1.0,0.0,4.0,3.0,1.0
340,Nitish Rana,2017,3.0,0.0,1.0,0.0,4.0,3.0,1.0
359,Paul Valthaty,2011,3.0,0.0,1.0,0.0,4.0,3.0,1.0
381,Rahul Tripathi,2022,3.0,0.0,1.0,0.0,4.0,3.0,1.0
498,Shreyas Iyer,2020,3.0,0.0,1.0,0.0,4.0,3.0,1.0
531,Suresh Raina,2012,3.0,0.0,1.0,0.0,4.0,3.0,1.0
579,Virat Kohli,2023,3.0,0.0,1.0,0.0,4.0,3.0,1.0
583,Virender Sehwag,2011,3.0,0.0,1.0,0.0,4.0,3.0,1.0
697,Brendon McCullum ,2012,0.0,3.0,0.0,1.0,4.0,3.0,1.0
698,Brendon McCullum ,2016,0.0,3.0,0.0,1.0,4.0,3.0,1.0
736,David Warner ,2014,0.0,3.0,0.0,1.0,4.0,3.0,1.0
776,Evin Lewis ,2018,0.0,3.0,0.0,1.0,4.0,3.0,1.0
785,Faf du Plessis ,2023,0.0,3.0,0.0,1.0,4.0,3.0,1.0
812,Heinrich Klaasen ,2023,0.0,3.0,0.0,1.0,4.0,3.0,1.0
872,Kevin Pietersen ,2014,0.0,3.0,0.0,1.0,4.0,3.0,1.0
877,Kieron Pollard ,2015,0.0,3.0,0.0,1.0,4.0,3.0,1.0
889,Kumar Sangakkara ,2008,0.0,3.0,0.0,1.0,4.0,3.0,1.0
902,MS Dhoni ,2010,0.0,3.0,0.0,1.0,4.0,3.0,1.0
917,Manan Vohra ,2014,0.0,3.0,0.0,1.0,4.0,3.0,1.0
955,Michael Hussey ,2012,0.0,3.0,0.0,1.0,4.0,3.0,1.0
970,Moises Henriques ,2017,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1000,Parthiv Patel ,2017,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1075,Rohit Sharma ,2017,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1102,Sanju Samson ,2014,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1105,Sanju Samson ,2018,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1119,Shane Watson ,2013,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1121,Shane Watson ,2015,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1133,Shikhar Dhawan ,2012,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1137,Shikhar Dhawan ,2016,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1180,Suresh Raina ,2011,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1231,Virat Kohli ,2021,0.0,3.0,0.0,1.0,4.0,3.0,1.0
1255,Yusuf Pathan ,2011,0.0,3.0,0.0,1.0,4.0,3.0,1.0
149,Faf du Plessis,2012,4.0,0.0,0.0,0.0,4.0,4.0,0.0
157,Gautam Gambhir,2008,4.0,0.0,0.0,0.0,4.0,4.0,0.0
191,Jacques Kallis,2009,4.0,0.0,0.0,0.0,4.0,4.0,0.0
273,MS Dhoni,2013,4.0,0.0,0.0,0.0,4.0,4.0,0.0
808,Hardik Pandya ,2022,0.0,4.0,0.0,0.0,4.0,4.0,0.0
925,Manish Pandey ,2016,0.0,4.0,0.0,0.0,4.0,4.0,0.0
1266,AB de Villiers,2011,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1272,Abhishek Sharma,2023,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1294,Ashok Menaria,2011,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1295,Axar Patel,2017,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1357,Jos Buttler,2020,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1386,Manish Pandey,2019,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1394,Mark Boucher,2008,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1402,Mitchell Marsh,2022,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1412,Owais Shah,2012,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1425,Rahul Tripathi,2017,0.0,0.0,3.0,0.0,3.0,0.0,3.0
